2024-09-12 18:27:07 | SUCCESS  | __main__:load_data:59 - 数据加载成功！
2024-09-12 18:49:46 | ERROR    | __main__:update_report:150 - 修改报告内容时发生错误！错误信息：replace() argument 2 must be str, not float
2024-09-12 18:49:47 | ERROR    | __main__:update_report:150 - 修改报告内容时发生错误！错误信息：replace() argument 2 must be str, not float
2024-09-12 18:49:47 | ERROR    | __main__:update_report:150 - 修改报告内容时发生错误！错误信息：replace() argument 2 must be str, not float
2024-09-12 18:49:48 | ERROR    | __main__:update_report:150 - 修改报告内容时发生错误！错误信息：replace() argument 2 must be str, not float
2024-09-12 18:49:49 | ERROR    | __main__:update_report:150 - 修改报告内容时发生错误！错误信息：replace() argument 2 must be str, not float
2024-09-12 18:49:49 | SUCCESS  | __main__:update_report:152 - 所有报告已完成！输出目录 >>> E:\检测报告生成\理想华府地下车库人防地下室_抗渗性能_202409121849_待打印
2024-09-12 18:50:54 | SUCCESS  | __main__:load_data:59 - 数据加载成功！
2024-09-12 18:50:54 | INFO     | utils:create_reports:39 - 输出目录E:\检测报告生成\理想华府地下车库人防地下室_抗渗性能_202409121850_待打印不存在，已创建！
2024-09-12 18:50:54 | INFO     | utils:create_reports:50 - 检测报告 >>>241200098_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 18:50:54 | INFO     | utils:create_reports:50 - 检测报告 >>>241200099_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 18:50:54 | INFO     | utils:create_reports:50 - 检测报告 >>>241200100_理想华府9#楼.docx<<< 已成功创建！
2024-09-12 18:50:54 | INFO     | utils:create_reports:50 - 检测报告 >>>241200104_理想华府9#楼.docx<<< 已成功创建！
2024-09-12 18:50:54 | INFO     | utils:create_reports:50 - 检测报告 >>>241200107_理想华府7#楼.docx<<< 已成功创建！
2024-09-12 18:50:54 | INFO     | utils:create_reports:50 - 检测报告 >>>241200108_理想华府7#楼.docx<<< 已成功创建！
2024-09-12 18:50:54 | INFO     | utils:create_reports:50 - 检测报告 >>>241200111_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 18:50:54 | INFO     | utils:create_reports:50 - 检测报告 >>>241200112_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 18:50:55 | INFO     | __main__:update_report:148 - 检测报告 >>>241200098_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 18:50:56 | INFO     | __main__:update_report:148 - 检测报告 >>>241200099_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 18:50:57 | INFO     | __main__:update_report:148 - 检测报告 >>>241200100_理想华府9#楼.docx<<< 中的所有数据已成功修改!
2024-09-12 18:50:58 | INFO     | __main__:update_report:148 - 检测报告 >>>241200104_理想华府9#楼.docx<<< 中的所有数据已成功修改!
2024-09-12 18:50:59 | INFO     | __main__:update_report:148 - 检测报告 >>>241200107_理想华府7#楼.docx<<< 中的所有数据已成功修改!
2024-09-12 18:51:00 | INFO     | __main__:update_report:148 - 检测报告 >>>241200108_理想华府7#楼.docx<<< 中的所有数据已成功修改!
2024-09-12 18:51:01 | INFO     | __main__:update_report:148 - 检测报告 >>>241200111_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 18:51:02 | INFO     | __main__:update_report:148 - 检测报告 >>>241200112_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 18:51:02 | SUCCESS  | __main__:update_report:152 - 所有报告已完成！输出目录 >>> E:\检测报告生成\理想华府地下车库人防地下室_抗渗性能_202409121850_待打印
