2024-09-10 18:02:15 | SUCCESS  | __main__:load_data:58 - 数据加载成功！
2024-09-10 18:40:51 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800701.docx已成功创建！
2024-09-10 18:40:51 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800702.docx已成功创建！
2024-09-10 18:40:51 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800703.docx已成功创建！
2024-09-10 18:40:52 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800689.docx 中的所有数据已成功修改!
2024-09-10 18:40:53 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800690.docx 中的所有数据已成功修改!
2024-09-10 18:40:54 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800691.docx 中的所有数据已成功修改!
2024-09-10 18:40:55 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800692.docx 中的所有数据已成功修改!
2024-09-10 18:40:56 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800693.docx 中的所有数据已成功修改!
2024-09-10 18:40:57 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800694.docx 中的所有数据已成功修改!
2024-09-10 18:40:59 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800695.docx 中的所有数据已成功修改!
2024-09-10 18:41:00 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800696.docx 中的所有数据已成功修改!
2024-09-10 18:41:01 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800697.docx 中的所有数据已成功修改!
2024-09-10 18:41:02 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800698.docx 中的所有数据已成功修改!
2024-09-10 18:41:03 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800699.docx 中的所有数据已成功修改!
2024-09-10 18:41:04 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800700.docx 中的所有数据已成功修改!
2024-09-10 18:41:05 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800701.docx 中的所有数据已成功修改!
2024-09-10 18:41:06 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800702.docx 中的所有数据已成功修改!
2024-09-10 18:41:07 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800703.docx 中的所有数据已成功修改!
2024-09-10 18:43:07 | SUCCESS  | __main__:load_data:58 - 数据加载成功！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800689.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800690.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800691.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800692.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800693.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800694.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800695.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800696.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800697.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800698.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800699.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800700.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800701.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800702.docx已成功创建！
2024-09-10 18:43:07 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800703.docx已成功创建！
2024-09-10 18:43:08 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800689.docx 中的所有数据已成功修改!
2024-09-10 18:43:10 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800690.docx 中的所有数据已成功修改!
2024-09-10 18:43:12 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800691.docx 中的所有数据已成功修改!
2024-09-10 18:43:14 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800692.docx 中的所有数据已成功修改!
2024-09-10 18:43:15 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800693.docx 中的所有数据已成功修改!
2024-09-10 18:43:17 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800694.docx 中的所有数据已成功修改!
2024-09-10 18:43:19 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800695.docx 中的所有数据已成功修改!
2024-09-10 18:43:21 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800696.docx 中的所有数据已成功修改!
2024-09-10 18:43:23 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800697.docx 中的所有数据已成功修改!
2024-09-10 18:43:25 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800698.docx 中的所有数据已成功修改!
2024-09-10 18:43:27 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800699.docx 中的所有数据已成功修改!
2024-09-10 18:43:29 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800700.docx 中的所有数据已成功修改!
2024-09-10 18:43:31 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800701.docx 中的所有数据已成功修改!
2024-09-10 18:43:33 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800702.docx 中的所有数据已成功修改!
2024-09-10 18:43:34 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800703.docx 中的所有数据已成功修改!
2024-09-10 18:44:10 | SUCCESS  | __main__:load_data:58 - 数据加载成功！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800689.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800690.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800691.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800692.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800693.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800694.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800695.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800696.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800697.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800698.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800699.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800700.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800701.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800702.docx已成功创建！
2024-09-10 18:44:10 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800703.docx已成功创建！
2024-09-10 18:44:11 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800689.docx 中的所有数据已成功修改!
2024-09-10 18:44:13 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800690.docx 中的所有数据已成功修改!
2024-09-10 18:44:14 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800691.docx 中的所有数据已成功修改!
2024-09-10 18:44:15 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800692.docx 中的所有数据已成功修改!
2024-09-10 18:44:16 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800693.docx 中的所有数据已成功修改!
2024-09-10 18:44:17 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800694.docx 中的所有数据已成功修改!
2024-09-10 18:44:18 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800695.docx 中的所有数据已成功修改!
2024-09-10 18:44:19 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800696.docx 中的所有数据已成功修改!
2024-09-10 18:44:20 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800697.docx 中的所有数据已成功修改!
2024-09-10 18:44:21 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800698.docx 中的所有数据已成功修改!
2024-09-10 18:44:22 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800699.docx 中的所有数据已成功修改!
2024-09-10 18:44:23 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800700.docx 中的所有数据已成功修改!
2024-09-10 18:44:24 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800701.docx 中的所有数据已成功修改!
2024-09-10 18:44:25 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800702.docx 中的所有数据已成功修改!
2024-09-10 18:44:26 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\钢筋焊接\240800703.docx 中的所有数据已成功修改!
2024-09-10 18:45:52 | SUCCESS  | __main__:load_data:58 - 数据加载成功！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800689.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800690.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800691.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800692.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800693.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800694.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800695.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800696.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800697.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800698.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800699.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800700.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800701.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800702.docx已成功创建！
2024-09-10 18:45:52 | SUCCESS  | 砼试块抗压强度:create_reports:49 - 检测报告E:\检测报告生成\钢筋焊接\240800703.docx已成功创建！
2024-09-10 18:45:53 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800689.docx 中的所有数据已成功修改!
2024-09-10 18:45:54 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800690.docx 中的所有数据已成功修改!
2024-09-10 18:45:56 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800691.docx 中的所有数据已成功修改!
2024-09-10 18:45:57 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800692.docx 中的所有数据已成功修改!
2024-09-10 18:45:58 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800693.docx 中的所有数据已成功修改!
2024-09-10 18:45:59 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800694.docx 中的所有数据已成功修改!
2024-09-10 18:46:00 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800695.docx 中的所有数据已成功修改!
2024-09-10 18:46:01 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800696.docx 中的所有数据已成功修改!
2024-09-10 18:46:02 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800697.docx 中的所有数据已成功修改!
2024-09-10 18:46:03 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800698.docx 中的所有数据已成功修改!
2024-09-10 18:46:04 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800699.docx 中的所有数据已成功修改!
2024-09-10 18:46:05 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800700.docx 中的所有数据已成功修改!
2024-09-10 18:46:06 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800701.docx 中的所有数据已成功修改!
2024-09-10 18:46:07 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800702.docx 中的所有数据已成功修改!
2024-09-10 18:46:08 | SUCCESS  | __main__:update_report:158 - 文件 E:\检测报告生成\钢筋焊接\240800703.docx 中的所有数据已成功修改!
2024-09-10 18:51:57 | SUCCESS  | __main__:load_data:220 - 数据加载成功！
2024-09-10 18:51:57 | SUCCESS  | __main__:create_reports:49 - 检测报告E:\检测报告生成\砼试块抗压强度\241100780.docx已成功创建！
2024-09-10 18:51:57 | SUCCESS  | __main__:create_reports:49 - 检测报告E:\检测报告生成\砼试块抗压强度\241100781.docx已成功创建！
2024-09-10 18:51:57 | SUCCESS  | __main__:create_reports:49 - 检测报告E:\检测报告生成\砼试块抗压强度\241100782.docx已成功创建！
2024-09-10 18:51:57 | SUCCESS  | __main__:create_reports:49 - 检测报告E:\检测报告生成\砼试块抗压强度\241100783.docx已成功创建！
2024-09-10 18:51:57 | SUCCESS  | __main__:create_reports:49 - 检测报告E:\检测报告生成\砼试块抗压强度\241100784.docx已成功创建！
2024-09-10 18:51:57 | SUCCESS  | __main__:create_reports:49 - 检测报告E:\检测报告生成\砼试块抗压强度\241100785.docx已成功创建！
2024-09-10 18:51:57 | SUCCESS  | __main__:create_reports:49 - 检测报告E:\检测报告生成\砼试块抗压强度\241100786.docx已成功创建！
2024-09-10 18:51:58 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\砼试块抗压强度\241100780.docx 中的所有数据已成功修改!
2024-09-10 18:52:00 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\砼试块抗压强度\241100781.docx 中的所有数据已成功修改!
2024-09-10 18:52:01 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\砼试块抗压强度\241100782.docx 中的所有数据已成功修改!
2024-09-10 18:52:02 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\砼试块抗压强度\241100783.docx 中的所有数据已成功修改!
2024-09-10 18:52:03 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\砼试块抗压强度\241100784.docx 中的所有数据已成功修改!
2024-09-10 18:52:04 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\砼试块抗压强度\241100785.docx 中的所有数据已成功修改!
2024-09-10 18:52:05 | SUCCESS  | __main__:update_report:157 - 文件 E:\检测报告生成\砼试块抗压强度\241100786.docx 中的所有数据已成功修改!
